date,state,positive,negative,pending,hospitalizedCurrently,hospitalizedCumulative,inIcuCurrently,inIcuCumulative,onVentilatorCurrently,onVentilatorCumulative,recovered,dataQualityGrade,lastUpdateEt,dateModified,checkTimeEt,death,hospitalized,dateChecked,totalTestsViral,positiveTestsViral,negativeTestsViral,positiveCasesViral,deathConfirmed,deathProbable,totalTestEncountersViral,totalTestsPeopleViral,totalTestsAntibody,positiveTestsAntibody,negativeTestsAntibody,totalTestsPeopleAntibody,positiveTestsPeopleAntibody,negativeTestsPeopleAntibody,totalTestsPeopleAntigen,positiveTestsPeopleAntigen,totalTestsAntigen,positiveTestsAntigen,fips,positiveIncrease,negativeIncrease,total,totalTestResults,totalTestResultsIncrease,posNeg,deathIncrease,hospitalizedIncrease,hash,commercialScore,negativeRegularScore,negativeScore,positiveScore,score,grade
20200303,GB,0,,,,,,,,,,,,,,2344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200304,GB,0,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200305,GB,0,,,,,,,,,,,,,,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200306,GB,0,,,,,,,,,,,,,,1697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200307,GB,0,,,,,,,,,,,,,,1013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200308,GB,0,,,,,,,,,,,,,,147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200309,GB,0,,,,,,,,,,,,,,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200310,GB,2,,,,,,,,,,,,,,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200311,GB,3,,,,,,,,,,,,,,1797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200312,GB,3,,,,,,,,,,,,,,555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200313,GB,3,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200314,GB,3,,,,,,,,,,,,,,4154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200315,GB,3,,,,,,,,,,,,,,10359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200316,GB,3,,,,,,,,,,,,,,1736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200317,GB,3,,,,,,,,,,,,,,4444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200318,GB,13,,,,,,,,,,,,,,591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200319,GB,21,,,,,,,,,,,,,,591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200320,GB,30,,,,,,,,,,,,,,8408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200321,GB,55,,,,,,,,,,,,,,4229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200322,GB,71,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200323,GB,80,,,,,,,,,,,,,,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200324,GB,81,,,,,,,,,,,,,,933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200325,GB,84,,,,,,,,,,,,,,237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200326,GB,91,,,,,,,,,,,,,,7846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200327,GB,107,,,,,,,,,,,,,,3044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200328,GB,116,,,,,,,,,,,,,,387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200329,GB,128,,,,,,,,,,,,,,775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200330,GB,148,,,,,,,,,,,,,,4287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200331,GB,184,,,,,,,,,,,,,,8741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200401,GB,187,,,,,,,,,,,,,,3591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200402,GB,190,,,,,,,,,,,,,,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200403,GB,193,,,,,,,,,,,,,,6526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200404,GB,206,,,,,,,,,,,,,,1701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200405,GB,210,,,,,,,,,,,,,,1307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200406,GB,211,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200407,GB,212,,,,,,,,,,,,,,1912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200408,GB,213,,,,,,,,,,,,,,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200409,GB,215,,,,,,,,,,,,,,2172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200410,GB,215,,,,,,,,,,,,,,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200411,GB,216,,,,,,,,,,,,,,345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200412,GB,224,,,,,,,,,,,,,,419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200413,GB,233,,,,,,,,,,,,,,15854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200414,GB,234,,,,,,,,,,,,,,685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200415,GB,237,,,,,,,,,,,,,,963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200416,GB,245,,,,,,,,,,,,,,25204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200417,GB,250,,,,,,,,,,,,,,3673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200418,GB,257,,,,,,,,,,,,,,605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200419,GB,263,,,,,,,,,,,,,,357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200420,GB,281,,,,,,,,,,,,,,7317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200421,GB,283,,,,,,,,,,,,,,279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200422,GB,290,,,,,,,,,,,,,,1015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200423,GB,300,,,,,,,,,,,,,,2049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200424,GB,307,,,,,,,,,,,,,,146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200425,GB,308,,,,,,,,,,,,,,1233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200426,GB,318,,,,,,,,,,,,,,8490,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200427,GB,320,,,,,,,,,,,,,,345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200428,GB,330,,,,,,,,,,,,,,2327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200429,GB,333,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200430,GB,339,,,,,,,,,,,,,,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200501,GB,340,,,,,,,,,,,,,,1688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200502,GB,356,,,,,,,,,,,,,,1005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200503,GB,364,,,,,,,,,,,,,,141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200504,GB,372,,,,,,,,,,,,,,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200505,GB,372,,,,,,,,,,,,,,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200506,GB,388,,,,,,,,,,,,,,1768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200507,GB,394,,,,,,,,,,,,,,544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200508,GB,421,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200509,GB,430,,,,,,,,,,,,,,4150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200510,GB,442,,,,,,,,,,,,,,10293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200511,GB,457,,,,,,,,,,,,,,1736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200512,GB,475,,,,,,,,,,,,,,4441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200513,GB,482,,,,,,,,,,,,,,591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200514,GB,501,,,,,,,,,,,,,,591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200515,GB,518,,,,,,,,,,,,,,8315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200516,GB,527,,,,,,,,,,,,,,4199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200517,GB,540,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200518,GB,550,,,,,,,,,,,,,,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200519,GB,556,,,,,,,,,,,,,,930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200520,GB,579,,,,,,,,,,,,,,235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200521,GB,602,,,,,,,,,,,,,,7845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200522,GB,607,,,,,,,,,,,,,,3041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200523,GB,619,,,,,,,,,,,,,,380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200524,GB,619,,,,,,,,,,,,,,773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200525,GB,630,,,,,,,,,,,,,,4263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200526,GB,638,,,,,,,,,,,,,,8735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200527,GB,651,,,,,,,,,,,,,,3585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200528,GB,658,,,,,,,,,,,,,,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200529,GB,660,,,,,,,,,,,,,,6519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200530,GB,678,,,,,,,,,,,,,,1698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200531,GB,711,,,,,,,,,,,,,,1301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200601,GB,738,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200602,GB,779,,,,,,,,,,,,,,1896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200603,GB,824,,,,,,,,,,,,,,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200604,GB,852,,,,,,,,,,,,,,2168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200605,GB,897,,,,,,,,,,,,,,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200606,GB,927,,,,,,,,,,,,,,345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200607,GB,932,,,,,,,,,,,,,,419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200608,GB,952,,,,,,,,,,,,,,15850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200609,GB,974,,,,,,,,,,,,,,681,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200610,GB,1018,,,,,,,,,,,,,,957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200611,GB,1030,,,,,,,,,,,,,,25202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200612,GB,1044,,,,,,,,,,,,,,3669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200613,GB,1095,,,,,,,,,,,,,,603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200614,GB,1129,,,,,,,,,,,,,,356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200615,GB,1143,,,,,,,,,,,,,,7314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200616,GB,1164,,,,,,,,,,,,,,279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200617,GB,1213,,,,,,,,,,,,,,1015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200618,GB,1225,,,,,,,,,,,,,,2031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200619,GB,1253,,,,,,,,,,,,,,146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200620,GB,1278,,,,,,,,,,,,,,1223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200621,GB,1288,,,,,,,,,,,,,,8459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200622,GB,1326,,,,,,,,,,,,,,336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200623,GB,1337,,,,,,,,,,,,,,2326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200624,GB,1365,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200625,GB,1398,,,,,,,,,,,,,,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200626,GB,1417,,,,,,,,,,,,,,1688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200627,GB,1423,,,,,,,,,,,,,,1005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200628,GB,1442,,,,,,,,,,,,,,139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200629,GB,1470,,,,,,,,,,,,,,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200630,GB,1489,,,,,,,,,,,,,,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200701,GB,1511,,,,,,,,,,,,,,1735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200702,GB,1524,,,,,,,,,,,,,,521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200703,GB,1536,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200704,GB,1545,,,,,,,,,,,,,,4137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200705,GB,1561,,,,,,,,,,,,,,10189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200706,GB,1587,,,,,,,,,,,,,,1736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200707,GB,1595,,,,,,,,,,,,,,4441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200708,GB,1605,,,,,,,,,,,,,,590,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200709,GB,1619,,,,,,,,,,,,,,590,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200710,GB,1630,,,,,,,,,,,,,,8238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200711,GB,1658,,,,,,,,,,,,,,4186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200712,GB,1671,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200713,GB,1694,,,,,,,,,,,,,,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200714,GB,1708,,,,,,,,,,,,,,925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200715,GB,1750,,,,,,,,,,,,,,229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200716,GB,1775,,,,,,,,,,,,,,7840,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200717,GB,1796,,,,,,,,,,,,,,3036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200718,GB,1807,,,,,,,,,,,,,,380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200719,GB,1849,,,,,,,,,,,,,,772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200720,GB,1868,,,,,,,,,,,,,,4207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200721,GB,1878,,,,,,,,,,,,,,8721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200722,GB,1896,,,,,,,,,,,,,,3577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200723,GB,1918,,,,,,,,,,,,,,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200724,GB,1942,,,,,,,,,,,,,,6520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200725,GB,1952,,,,,,,,,,,,,,1689,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200726,GB,1989,,,,,,,,,,,,,,1301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200727,GB,2010,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200728,GB,2042,,,,,,,,,,,,,,1874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200729,GB,2090,,,,,,,,,,,,,,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200730,GB,2105,,,,,,,,,,,,,,2160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200731,GB,2134,,,,,,,,,,,,,,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200801,GB,2157,,,,,,,,,,,,,,345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200802,GB,2180,,,,,,,,,,,,,,419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200803,GB,2198,,,,,,,,,,,,,,15845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200804,GB,2218,,,,,,,,,,,,,,675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200805,GB,2234,,,,,,,,,,,,,,949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200806,GB,2287,,,,,,,,,,,,,,25195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200807,GB,2301,,,,,,,,,,,,,,3668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200808,GB,2321,,,,,,,,,,,,,,603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200809,GB,2334,,,,,,,,,,,,,,355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200810,GB,2371,,,,,,,,,,,,,,7313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200811,GB,2382,,,,,,,,,,,,,,274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200812,GB,2402,,,,,,,,,,,,,,1015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200813,GB,2426,,,,,,,,,,,,,,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200814,GB,2452,,,,,,,,,,,,,,146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200815,GB,2486,,,,,,,,,,,,,,1215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200816,GB,2502,,,,,,,,,,,,,,8343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200817,GB,2358,,,,,,,,,,,,,,335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200818,GB,2565,,,,,,,,,,,,,,2322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200819,GB,2583,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200820,GB,2604,,,,,,,,,,,,,,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200821,GB,2638,,,,,,,,,,,,,,1672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200822,GB,2657,,,,,,,,,,,,,,1003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200823,GB,2682,,,,,,,,,,,,,,131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200226,AJK,0,,,,,,,,,,,,,,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200227,AJK,0,,,,,,,,,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200228,AJK,0,,,,,,,,,,,,,,1735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200301,AJK,0,,,,,,,,,,,,,,521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200302,AJK,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200303,AJK,0,,,,,,,,,,,,,,4081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200304,AJK,0,,,,,,,,,,,,,,10011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200305,AJK,0,,,,,,,,,,,,,,1729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200306,AJK,0,,,,,,,,,,,,,,4441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200307,AJK,0,,,,,,,,,,,,,,589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200308,AJK,0,,,,,,,,,,,,,,588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200309,AJK,0,,,,,,,,,,,,,,8051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200310,AJK,0,,,,,,,,,,,,,,4117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200311,AJK,0,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200312,AJK,0,,,,,,,,,,,,,,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200313,AJK,0,,,,,,,,,,,,,,913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200314,AJK,0,,,,,,,,,,,,,,223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200315,AJK,0,,,,,,,,,,,,,,7822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200316,AJK,0,,,,,,,,,,,,,,3023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200317,AJK,0,,,,,,,,,,,,,,380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200318,AJK,1,,,,,,,,,,,,,,764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200319,AJK,1,,,,,,,,,,,,,,4207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200320,AJK,1,,,,,,,,,,,,,,8709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200321,AJK,1,,,,,,,,,,,,,,3565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200322,AJK,1,,,,,,,,,,,,,,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200323,AJK,1,,,,,,,,,,,,,,6524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200324,AJK,1,,,,,,,,,,,,,,1681,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200325,AJK,1,,,,,,,,,,,,,,1301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200326,AJK,2,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200327,AJK,2,,,,,,,,,,,,,,1848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200328,AJK,2,,,,,,,,,,,,,,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200329,AJK,6,,,,,,,,,,,,,,2134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200330,AJK,6,,,,,,,,,,,,,,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200331,AJK,6,,,,,,,,,,,,,,340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200401,AJK,9,,,,,,,,,,,,,,419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200402,AJK,9,,,,,,,,,,,,,,15836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200403,AJK,11,,,,,,,,,,,,,,669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200404,AJK,12,,,,,,,,,,,,,,920,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200405,AJK,15,,,,,,,,,,,,,,25190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200406,AJK,18,,,,,,,,,,,,,,3652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200407,AJK,19,,,,,,,,,,,,,,600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200408,AJK,28,,,,,,,,,,,,,,348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200409,AJK,33,,,,,,,,,,,,,,7297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200410,AJK,34,,,,,,,,,,,,,,265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200411,AJK,35,,,,,,,,,,,,,,1014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200412,AJK,40,,,,,,,,,,,,,,1962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200413,AJK,43,,,,,,,,,,,,,,144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200414,AJK,46,,,,,,,,,,,,,,1206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
